Participant Legal Business Name,ACO Legal or Name/Doing Business As,ACO Address,ACO Service Area,ACO Website Address,ACO Executive Name,ACO Executive Email,ACO Executive Phone,ACO Public Contact Name,ACO Public Contact Email,ACO Public Contact Phone
FAMILY HEALTH ASSOCIATES,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
JOHN BYRNES,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
"David E. Ours, MD",TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
Mid State Podiatry,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
GARY SCHWARTZ,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
TERESA HUGGINS,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
Stones River Regional IPA,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
Prime Obstetricsgynecology,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
The Allergy And Asthma Center,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
BELL FAMILY MEDICAL CENTER,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
CHARLES WOLOHON,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
"THE CENTER FOR NEUROLOGICAL TREATMENT AND RESEARCCH, P.L.L.C.",TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
ELIZABETH R LAROCHE,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
"RISHI K. SAXENA, M.D., P.C.",TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
"MURFREESBORO FAMILY CARE, P.C.",TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
MURFREESBORO INTERNAL MEDICINE,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
MIDDLE TENNESSEE FAMILY MEDICINE,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
"TENNESSEE MEDICINE & PEDIATRICS, PC",TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
"FAMILY PRACTICE PARTNERS, PC",TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
PETER DICORLETO,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
JAMES W GARNER JR MD PC,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
"Cool Springs Internal Medicine And Pediatrics Clinic, Pllc",TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
AMERICA''S FAMILY DOCTORS,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
"CORY L. CASHMAN, MD",TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
Stephens Medical Enterprise Incorporation,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
"PAMELA Y HOLLINS, MD, APMC",TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
"Ahmed Shanablem M.D., Inc",TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
DONALD W DOUCET MD AND ASSOCIATES LLC,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
Optimal Health Outpatient Clinic,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
"Thomas P. Melancon MD, LLC",TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
"VAN T LE, MD, LLC",TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
KIRAN G ZAVERI MD LLC,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
Christine L Mills Smith,TP-ACO L.L.C.,"1810 Florida Blvd Ste A, Denham Springs, Louisiana 70726","Florida, Louisiana, Tennessee",www.tp-aco.com,LARRY MITCHUM,lmitchum@tpacsecure.com,(225) 614-1757,Larry Mitchum,lmitchum@tpacsecure.com,(225) 614-1757
"Alpha Clinics, Pa",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Randolph Specialty Group Practice,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Premiere Healthcare Plus, PA",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Su Wooi Teoh MD PA,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Northern Triad Surgical Associates, PLLC",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Cox Family Practice, PC",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Moses Cone Affiliated Physicians, Inc",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Piedmont Senior Care, PLLC",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Roy O Fagan III, MD PA",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Leonard R Nyland, Md,pllc",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Piedmont Cardiovascular PA,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Ball Dermpath PA,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Piedmont Healthcare for Women PA,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Zack Hall, Md Pllc",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Highland Sleep Disorders and Neurology Inc.,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Belmont Medical Associates PLLC,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Greensboro Radiology PA,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Greensboro Pathology, LLC",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Greensboro Orthopaedics PA,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Greensboro Medical Associates, PA",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Wendover OB/GYN & Infertility, Inc.",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Guilford Medical Associates, PA",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Central Carolina Surgery, PA",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Thomas E. Brewington MD PA,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
George R. Kilpatrick MD PA,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Hospice at Greensboro, Inc.",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Carolina Kidney Associates PA,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Greensboro Ophthalmology Associates PA,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Edwin J. Green, MD, PA",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Groat Eyecare Associates, PA",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Stephen Dana Knowlton,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Edward Lee Hawkins, MD",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Alamance Ear, Nose and Throat, LLP",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"White Oak Family Physicians, P.A.",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Dayspring Family Medicine Associates, Pllc",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Moses Cone Medical Services, Inc",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Bland Clinic, PA",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Eagle Physicians And Associates Pa,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Buena Vista Family Practice, PA",UPSA ACO LLC,"8207 Callaghan Rd, Ste 320, San Antonio, Texas 78230",Texas,,Lloyd Van Winkle,drvanwinkl@aol.com,(210) 340-7941,Richard Turner,Richard@clay-consulting.com,(210) 340-7941
Randolph Medical Associates,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Gary A Rankin Md Pa,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Greensboro Adult And Adolescent Internal Medicine,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Guilford Medical Center, PA",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Southeastern Orthopaedic Specialists PA,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Diagnostic Radiology & Imaging, LLC",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Triad Internal Medicine Associates Pa,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"ARMC Physicians Care, Inc.",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Alliance Urology Specialists PA,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Hodges Family Practice, Inc.",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Northwest Pediatrics Inc.,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Five Points Medical Center, Inc.",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Ronald Wayne Roberts,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
The Moses H. Cone Memorial Hospital Operating Corporation,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
Edward J. Bujold MD,Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Reidsville OB & GYN Physicians, Inc.",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Moses Cone Physician Services, Inc.",Triad HealthCare Network,"1200 N. Elm Street, Greensboro, North Carolina 27401",North Carolina,www.triadhealthcarenetwork.com,Steve Neorr,steve.neorr@conehealth.com,(336) 832-6245,Laurie Norton,laurie.norton@conehealth.com,(336) 832-6247
"Elliot Abemayor, MD",UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Duncan Q Mcbride Md Inc,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Regents Of The University Of California Los Angeles,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Regents Of The University Of California Los Angeles,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
University Head And Neck Associates,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
"Robert Smith, MD",UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
